geometry,@id,Catégorie,Nom de l'établissement,@geometry,id,Ville ou Commune,Rue,Cuisine,Télépphone
"{""type"":""Point"",""coordinates"":[-3.9919196,5.3966899]}",way/118454620,Bar,Le Kirikou Bar,center,way/118454620
"{""type"":""Point"",""coordinates"":[-3.9905577,5.3714417]}",way/118454622,Restaurant,Nuit de Saïgon,center,way/118454622,Cocody,Rue des Jardins,asian,+225-22.41.40.44
"{""type"":""Point"",""coordinates"":[-5.276101,6.8254122]}",way/149616721,Restaurant,La Rochelle,center,way/149616721,,,regional
"{""type"":""Point"",""coordinates"":[-3.998292,5.3732209]}",way/195106726,Restaurant,,center,way/195106726,,,thai
"{""type"":""Point"",""coordinates"":[-3.9734577,5.3095233]}",way/237896973,Restaurant,La paillote,center,way/237896973,,,"poulets_braisés,poisson_braisés"
"{""type"":""Point"",""coordinates"":[-3.9787095,5.3516378]}",way/238100648,Restaurant,Maquis le Namoué Plus,center,way/238100648
"{""type"":""Point"",""coordinates"":[-5.0300544,7.6804283]}",way/250513183,Restaurant,L'Oriental,center,way/250513183,Bouaké,Rue du Carnaval,international
"{""type"":""Point"",""coordinates"":[-3.9894708,5.3022499]}",way/265637378,Restaurant,Agonda Beach Chez Ambroise,center,way/265637378,,,regional,+225 05 783600
"{""type"":""Point"",""coordinates"":[-4.1042166,5.3287707]}",way/265802387,Restaurant,,center,way/265802387,,,regional
"{""type"":""Point"",""coordinates"":[-3.9771935,5.3003276]}",way/273671887,Restaurant,,center,way/273671887
"{""type"":""Point"",""coordinates"":[-3.9768705,5.3005375]}",way/273671888,Bar,,center,way/273671888
"{""type"":""Point"",""coordinates"":[-3.9769406,5.3002389]}",way/273671889,Bar,,center,way/273671889
"{""type"":""Point"",""coordinates"":[-3.9770237,5.3000956]}",way/273671890,Bar,,center,way/273671890
"{""type"":""Point"",""coordinates"":[-3.9772133,5.2999219]}",way/273671891,Bar,,center,way/273671891
"{""type"":""Point"",""coordinates"":[-6.5577616,5.410063]}",way/273681810,Bar,maquis opéra,center,way/273681810
"{""type"":""Point"",""coordinates"":[-6.5569054,5.4025745]}",way/273681822,Restaurant,,center,way/273681822
"{""type"":""Point"",""coordinates"":[-3.9914301,5.3770426]}",way/275319159,Restaurant,Siam Thaï,center,way/275319159,Cocody,Rue des Jardins,asian
"{""type"":""Point"",""coordinates"":[-5.2400523,6.8684509]}",way/276426562,Restaurant,restaurant INP-HB SUD,center,way/276426562
"{""type"":""Point"",""coordinates"":[-3.9736547,5.2995955]}",way/282426713,Restaurant,IMMEUBLE YOTA,center,way/282426713
"{""type"":""Point"",""coordinates"":[-3.9411725,5.3129385]}",way/283714338,Bar,Maquis Le Corridor,center,way/283714338
"{""type"":""Point"",""coordinates"":[-4.0037603,5.3964347]}",way/285934678,Café,La Terrasse du Dokui,center,way/285934678
"{""type"":""Point"",""coordinates"":[-4.0032974,5.3965108]}",way/285934679,Fast-Food,Maquis Bar Le Lacoste,center,way/285934679,,,regional
"{""type"":""Point"",""coordinates"":[-4.0034286,5.3952349]}",way/285935429,Restaurant,Chez Mala,center,way/285935429,,,regional
"{""type"":""Point"",""coordinates"":[-3.9978398,5.36717]}",way/286238876,Fast-Food,Chez Talaat,center,way/286238876,,,"pizza,_burger_et sandwich"
