Année,Catégorie,Effectif
2011,Permis retirés
2012,Permis retirés
2013,Permis retirés
2014,Permis retirés
2015,Permis retirés
2016,Permis retirés
2017,Permis retirés
2018,Permis retirés,86
2019,Permis retirés,300
2020,Permis retirés,209
